,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
3696,Rayman Origins,PSV,2012,0.12,0.33,0.0,0.09,0.54,88.0,54,8.4,298
3698,F.E.A.R.,PS3,2007,0.18,0.26,0.0,0.1,0.54,72.0,31,7.4,64
3699,Enslaved: Odyssey to the West,X360,2010,0.3,0.19,0.0,0.05,0.54,82.0,72,7.8,295
3713,Metro 2033,X360,2010,0.22,0.23,0.03,0.05,0.54,77.0,83,7.9,351
3715,Fire Emblem: Path of Radiance,GC,2005,0.29,0.08,0.16,0.01,0.54,85.0,42,8.9,141
3717,Hotel Dusk: Room 215,DS,2007,0.26,0.04,0.22,0.03,0.54,78.0,57,8.6,102
3718,Final Fantasy Explorers,3DS,2014,0.16,0.07,0.28,0.02,0.54,69.0,57,7,87
3725,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,0.39,0.1,0.01,0.04,0.54,55.0,24,5.8,52
3726,Sacred 2: Fallen Angel,X360,2009,0.29,0.16,0.04,0.05,0.54,71.0,56,7.3,64
3727,Two Worlds II,X360,2011,0.4,0.07,0.03,0.03,0.54,67.0,50,6.6,140
3733,NHL 14,X360,2013,0.4,0.09,0.0,0.05,0.54,81.0,30,5.9,92
3737,War of the Monsters,PS2,2003,0.26,0.2,0.0,0.07,0.54,80.0,41,8.9,68
3749,Valkyria Chronicles II,PSP,2010,0.12,0.15,0.18,0.09,0.53,83.0,54,8.1,67
3752,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,0.3,0.15,0.03,0.05,0.53,85.0,62,8.8,85
3753,Rune Factory: A Fantasy Harvest Moon,DS,2006,0.35,0.01,0.14,0.03,0.53,78.0,26,8.1,52
3758,Tactics Ogre: Let Us Cling Together,PSP,2010,0.15,0.07,0.27,0.05,0.53,87.0,49,8.8,102
3760,Dragon's Crown,PS3,2013,0.25,0.07,0.17,0.05,0.53,82.0,62,8.3,288
3771,Overwatch,PC,2016,0.25,0.24,0.0,0.04,0.53,91.0,62,6.8,4052
3776,Burnout Revenge,XB,2005,0.32,0.19,0.0,0.01,0.53,89.0,65,8.4,66
3782,Excite Truck,Wii,2006,0.39,0.03,0.08,0.04,0.53,72.0,57,8.4,83
3791,StarCraft II: Legacy of the Void,PC,2015,0.19,0.29,0.0,0.04,0.53,88.0,62,8.3,833
3800,Terminator Salvation,PS3,2009,0.13,0.28,0.01,0.1,0.53,43.0,41,3.9,70
3803,Batman: Arkham City,PC,2011,0.16,0.28,0.0,0.09,0.53,91.0,27,8.6,1847
3805,The Warriors,PS2,2005,0.44,0.02,0.0,0.07,0.53,84.0,52,8.5,72
3807,Star Fox Command,DS,2006,0.38,0.01,0.1,0.04,0.53,76.0,56,7.3,56
3812,Bulletstorm,PS3,2011,0.23,0.2,0.01,0.08,0.53,83.0,57,7.7,288
3822,F.E.A.R. 2: Project Origin,X360,2009,0.32,0.15,0.0,0.05,0.52,77.0,68,8,114
3830,Metal Gear Solid 2: Substance,PS2,2002,0.18,0.14,0.16,0.05,0.52,87.0,17,9,126
3831,Tales of Symphonia: Dawn of the New World,Wii,2008,0.21,0.04,0.24,0.02,0.52,68.0,46,7.1,93
3834,We Love Katamari,PS2,2005,0.26,0.2,0.0,0.07,0.52,86.0,61,8.9,51
3845,Rory McIlroy PGA Tour,PS4,2015,0.18,0.25,0.0,0.08,0.52,61.0,33,3.7,78
3848,Lords of the Fallen,PS4,2014,0.18,0.24,0.02,0.08,0.52,68.0,45,6.6,425
3851,Tomb Raider: Legend,PS2,2006,0.25,0.19,0.02,0.06,0.52,82.0,43,7.1,96
3852,Freedom Fighters,PS2,2003,0.25,0.2,0.0,0.07,0.52,81.0,26,8.4,57
3853,Silent Hill: Origins,PSP,2007,0.22,0.15,0.04,0.1,0.52,78.0,40,7.8,107
3857,The Punisher,PS2,2005,0.25,0.2,0.0,0.07,0.52,68.0,44,8.2,56
3858,Kirby and the Rainbow Curse,WiiU,2015,0.22,0.13,0.12,0.04,0.52,73.0,72,8,227
3863,Disgaea 3: Absence of Justice,PS3,2008,0.33,0.03,0.11,0.04,0.52,78.0,51,7.5,150
3878,The 3rd Birthday,PSP,2010,0.13,0.07,0.27,0.05,0.51,71.0,56,6.1,113
3888,Lair,PS3,2007,0.36,0.03,0.08,0.04,0.51,53.0,55,6.4,229
3892,Soul Sacrifice,PSV,2013,0.15,0.08,0.22,0.06,0.51,77.0,71,8.2,298
3894,DC Universe Online,PS3,2011,0.35,0.11,0.0,0.06,0.51,67.0,46,7.4,139
3899,The Walking Dead: Survival Instinct,PS3,2013,0.28,0.15,0.0,0.08,0.51,34.0,14,3.6,196
3909,Alien: Isolation,XOne,2014,0.22,0.24,0.0,0.04,0.51,78.0,24,7.8,314
3914,Ace Combat Zero: The Belkan War,PS2,2006,0.15,0.12,0.2,0.04,0.51,75.0,45,8.4,55
3915,Dragon Age: Origins,PC,2009,0.0,0.46,0.0,0.05,0.51,91.0,67,8.6,3542
3917,NHL 07,PS2,2006,0.42,0.02,0.0,0.07,0.51,76.0,11,4.6,51
3921,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,0.29,0.16,0.01,0.05,0.51,70.0,16,7.7,67
3929,Silent Hill 4: The Room,PS2,2004,0.25,0.19,0.0,0.06,0.51,76.0,54,7.8,191
3936,The Saboteur,X360,2009,0.26,0.2,0.0,0.05,0.51,73.0,69,8.2,141
3942,NHL 09,X360,2008,0.45,0.01,0.0,0.04,0.5,88.0,41,8.4,61
3943,Bully: Scholarship Edition,Wii,2008,0.17,0.28,0.0,0.06,0.5,83.0,34,8.4,60
3954,Hitman: Blood Money,PS2,2006,0.25,0.19,0.0,0.06,0.5,83.0,36,8.4,104
3961,Pro Evolution Soccer 2012,X360,2011,0.1,0.34,0.0,0.07,0.5,78.0,36,6.6,55
3965,Unit 13,PSV,2012,0.25,0.13,0.04,0.07,0.5,71.0,60,7.5,169
3967,Theatrhythm: Final Fantasy,3DS,2012,0.22,0.07,0.18,0.02,0.5,78.0,60,7.8,113
3969,Goldeneye 007: Reloaded,X360,2011,0.25,0.2,0.0,0.05,0.5,72.0,56,6,96
3983,Burnout Revenge,X360,2006,0.42,0.04,0.0,0.04,0.5,89.0,61,8.1,140
3997,Wet,X360,0,0.23,0.21,0.01,0.05,0.5,69.0,79,7.3,86
4005,Alice: Madness Returns,X360,2011,0.27,0.14,0.04,0.04,0.5,70.0,67,8.1,157
4008,Ridge Racer 3D,3DS,2011,0.19,0.15,0.12,0.03,0.49,75.0,59,7.2,56
4017,F1 2012,X360,2012,0.1,0.34,0.0,0.05,0.49,84.0,42,6.9,56
4025,Sonic Lost World,3DS,2013,0.24,0.14,0.07,0.03,0.49,59.0,34,6.5,144
4027,Boogie,Wii,2007,0.43,0.03,0.0,0.04,0.49,57.0,37,5.3,54
4031,Fire Emblem: Radiant Dawn,Wii,2007,0.27,0.03,0.17,0.03,0.49,78.0,36,8.7,180
4033,Plants vs. Zombies: Garden Warfare 2,PS4,2016,0.2,0.21,0.0,0.08,0.49,81.0,29,7.7,111
4034,Grandia III,PS2,2005,0.12,0.1,0.24,0.03,0.49,77.0,38,8.3,53
4035,Ace Combat: Assault Horizon,X360,2011,0.3,0.12,0.03,0.04,0.49,78.0,71,6.2,82
4039,Resident Evil: The Mercenaries 3D,3DS,2011,0.16,0.16,0.13,0.03,0.49,65.0,69,6.4,110
4055,Medal of Honor,PC,2010,0.2,0.23,0.0,0.06,0.49,72.0,26,6.4,516
4069,Bravely Second: End Layer,3DS,2015,0.17,0.1,0.18,0.03,0.49,81.0,70,7.4,103
4070,Alone in the Dark,X360,2008,0.14,0.3,0.0,0.05,0.48,58.0,53,5.7,162
4077,Far Cry 2,PC,2008,0.01,0.45,0.0,0.03,0.48,85.0,34,5.8,1345
4086,Skylanders: SuperChargers,WiiU,2015,0.25,0.19,0.0,0.04,0.48,87.0,13,5.6,65
4091,MotorStorm: Apocalypse,PS3,2011,0.21,0.19,0.0,0.08,0.48,77.0,74,7.7,155
4092,Dark Sector,X360,2008,0.22,0.2,0.01,0.05,0.48,72.0,71,7.5,147
4095,Plants vs. Zombies: Garden Warfare 2,XOne,2016,0.29,0.15,0.0,0.04,0.48,80.0,64,8.1,79
4096,Mario Golf: World Tour,3DS,2014,0.15,0.13,0.17,0.03,0.48,78.0,73,8.2,76
4105,Lollipop Chainsaw,X360,2012,0.31,0.12,0.02,0.04,0.48,70.0,64,7,260
4108,The Saboteur,PS3,2009,0.2,0.21,0.0,0.07,0.48,72.0,54,8.1,118
4109,Metal Gear Rising: Revengeance,X360,2013,0.3,0.14,0.0,0.04,0.48,82.0,46,7.8,358
4117,NHL 16,XOne,2015,0.38,0.05,0.0,0.05,0.48,80.0,18,6,81
4127,Sonic the Hedgehog,PS3,0,0.0,0.48,0.0,0.0,0.48,43.0,17,4.1,176
4137,Doom 3 BFG Edition,X360,2012,0.28,0.15,0.0,0.04,0.47,67.0,30,6.5,132
4141,Rock Band 4,XOne,2015,0.38,0.04,0.0,0.05,0.47,79.0,27,6.4,54
4143,James Bond 007: Blood Stone,X360,2010,0.2,0.23,0.0,0.05,0.47,62.0,66,7.1,63
4145,Street Fighter X Tekken,X360,2012,0.31,0.1,0.03,0.04,0.47,83.0,45,4.4,177
4146,Dark Sector,PS3,2008,0.23,0.16,0.01,0.07,0.47,72.0,47,7.6,70
4147,ICO,PS2,2001,0.23,0.18,0.0,0.06,0.47,90.0,59,8.8,328
4148,World of Warcraft: Warlords of Draenor,PC,2014,0.08,0.36,0.0,0.03,0.47,87.0,49,5.9,1154
4152,Unreal Tournament III,X360,2008,0.25,0.17,0.01,0.05,0.47,82.0,47,7.6,95
4156,Valkyrie Profile 2: Silmeria,PS2,2006,0.04,0.03,0.39,0.01,0.47,84.0,45,9,59
4161,F.E.A.R. 2: Project Origin,PS3,2009,0.19,0.2,0.01,0.08,0.47,79.0,48,7.9,98
4170,Viva Pinata: Trouble in Paradise,X360,2008,0.16,0.25,0.01,0.05,0.47,82.0,64,7.9,61
4176,Shadowrun,X360,2007,0.41,0.02,0.0,0.04,0.47,66.0,57,7.5,156
4179,"Warhammer 40,000: Dawn of War II",PC,2009,0.0,0.45,0.0,0.02,0.47,85.0,67,8.1,1502
4187,Dead Space Extraction,Wii,2009,0.32,0.1,0.01,0.04,0.47,82.0,76,8.1,82
4189,Silent Hill: Shattered Memories,Wii,2009,0.22,0.19,0.01,0.05,0.47,79.0,56,8,226
4198,EA Sports UFC,XOne,2014,0.3,0.12,0.0,0.04,0.47,70.0,23,6.3,152
4201,Dead or Alive 4,X360,2005,0.3,0.03,0.1,0.03,0.47,85.0,76,8.2,223
4204,Metal Gear Solid: The Twin Snakes,GC,2004,0.3,0.08,0.07,0.01,0.47,85.0,54,9,142
4209,One Piece: Pirate Warriors 3,PS4,2015,0.09,0.22,0.1,0.06,0.46,74.0,34,7.4,118
4213,Two Worlds II,PS3,2011,0.26,0.1,0.06,0.05,0.46,70.0,28,7,65
4214,Football Manager 2015,PC,2014,0.0,0.44,0.0,0.03,0.46,80.0,36,6,151
4222,The Sims 3: Ambitions,PC,2010,0.0,0.29,0.0,0.17,0.46,74.0,25,7.3,51
4242,NBA Live 07,X360,2006,0.42,0.0,0.0,0.04,0.46,59.0,32,4.9,60
4253,Silent Hill: Downpour,PS3,2012,0.21,0.15,0.04,0.06,0.46,64.0,41,6.9,262
4262,Delta Force: Black Hawk Down,PS2,2005,0.22,0.17,0.0,0.06,0.46,58.0,25,8.8,51
4270,Brothers In Arms: D-Day,PSP,2006,0.23,0.14,0.0,0.09,0.46,65.0,19,9.1,64
4289,PlayStation All-Stars Battle Royale,PSV,2012,0.21,0.14,0.01,0.09,0.45,75.0,15,7.5,221
4294,The Chronicles of Riddick: Escape from Butcher Bay,XB,0,0.32,0.11,0.0,0.02,0.45,89.0,84,8.9,85
4300,Area 51,PS2,2005,0.22,0.17,0.0,0.06,0.45,75.0,37,8.4,52
4324,Red Faction: Armageddon,PS3,2011,0.2,0.15,0.03,0.07,0.45,71.0,52,7.3,58
4333,Shin Megami Tensei: Persona 3,PS2,2006,0.22,0.03,0.0,0.2,0.45,86.0,52,8.4,116
4351,F.E.A.R. 3,PS3,2011,0.21,0.16,0.01,0.07,0.45,74.0,48,7.1,103
4353,WWE Day of Reckoning,GC,2004,0.35,0.09,0.0,0.01,0.45,79.0,47,9.1,81
4358,Pro Evolution Soccer 2017,PS4,2016,0.02,0.27,0.11,0.05,0.45,85.0,61,7.6,478
4361,Dead or Alive: Dimensions,3DS,2011,0.13,0.21,0.07,0.03,0.45,79.0,62,8.2,113
4364,Wolfenstein: The New Order,PC,2014,0.13,0.29,0.0,0.03,0.45,81.0,23,8.2,1647
4365,Deadpool,PS3,2013,0.23,0.14,0.0,0.08,0.45,61.0,27,7.2,221
4368,Watch Dogs,PC,2014,0.15,0.26,0.0,0.03,0.45,77.0,18,4.7,3288
4371,F.E.A.R. 3,X360,2011,0.3,0.11,0.01,0.04,0.45,75.0,71,7,139
4373,Silent Hill: Homecoming,X360,0,0.25,0.15,0.0,0.04,0.45,70.0,54,6.9,180
4375,"Warhammer 40,000: Space Marine",PS3,2011,0.13,0.23,0.0,0.08,0.44,70.0,46,7.4,162
4387,Mario Tennis Ultra Smash,WiiU,2015,0.13,0.15,0.14,0.02,0.44,58.0,58,5.3,133
4389,X-Men Legends II: Rise of Apocalypse,XB,2005,0.3,0.12,0.0,0.02,0.44,84.0,50,8.7,199
4400,Battlefield 2: Modern Combat,PS2,2005,0.37,0.01,0.0,0.06,0.44,80.0,42,8.5,65
4408,Viking: Battle for Asgard,X360,2008,0.16,0.23,0.0,0.05,0.44,68.0,67,8,88
4426,Transformers: Fall of Cybertron,X360,2012,0.28,0.12,0.0,0.04,0.44,79.0,52,8.3,160
4435,DmC: Devil May Cry,X360,2013,0.26,0.12,0.01,0.04,0.44,86.0,65,5.1,1438
4443,TimeSplitters 2,GC,2002,0.34,0.09,0.0,0.01,0.44,88.0,18,9,65
4445,Robert Ludlum's The Bourne Conspiracy,X360,0,0.26,0.13,0.0,0.04,0.44,71.0,72,7.2,63
4446,Eternal Darkness: Sanity's Requiem,GC,2002,0.34,0.09,0.0,0.01,0.44,92.0,41,8.7,173
4450,The Darkness,X360,2007,0.36,0.04,0.01,0.03,0.44,82.0,63,8.1,196
4454,Child of Eden,X360,2011,0.28,0.12,0.0,0.04,0.44,84.0,81,7.7,95
4457,Spider-Man: Shattered Dimensions,PS3,2010,0.26,0.12,0.0,0.05,0.44,74.0,57,7.5,96
4461,Eternal Sonata,PS3,2008,0.19,0.12,0.07,0.05,0.44,80.0,34,7.8,117
4468,Primal,PS2,2003,0.21,0.17,0.0,0.06,0.43,73.0,36,8.6,53
4471,Ninja Gaiden 3,PS3,2012,0.19,0.09,0.11,0.05,0.43,58.0,43,5,152
4481,Borderlands: The Handsome Collection,XOne,2015,0.26,0.13,0.0,0.04,0.43,80.0,11,7.8,119
4490,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,0.15,0.14,0.09,0.06,0.43,73.0,26,7.5,100
4493,Deadpool,X360,2013,0.26,0.13,0.0,0.04,0.43,62.0,49,7.4,368
4495,MLB 14: The Show,PS3,2014,0.35,0.0,0.0,0.08,0.43,81.0,26,6.8,79
4496,Devil May Cry HD Collection,X360,2012,0.28,0.11,0.01,0.03,0.43,77.0,32,8.4,93
4497,Hyperdimension Neptunia,PS3,2010,0.22,0.09,0.07,0.04,0.43,45.0,31,7,148
4505,Payday 2,PS3,2013,0.22,0.14,0.0,0.08,0.43,74.0,12,6.2,181
4517,OkamiDen,DS,2010,0.21,0.06,0.13,0.02,0.43,82.0,48,7.9,53
4525,Castlevania: Dawn of Sorrow,DS,2005,0.34,0.03,0.03,0.03,0.43,89.0,52,8.5,171
4526,Max Payne 3,PC,2012,0.16,0.22,0.0,0.05,0.43,87.0,30,7.6,2202
4530,Alpha Protocol,PS3,2010,0.19,0.17,0.0,0.07,0.43,64.0,49,6.9,117
4531,Wolfenstein: The Old Blood,PS4,2015,0.1,0.25,0.02,0.06,0.43,76.0,54,8,267
4534,Rayman Legends,X360,2013,0.19,0.2,0.0,0.04,0.43,90.0,35,8.2,217
4540,Microsoft Flight Simulator X,PC,2006,0.02,0.36,0.0,0.05,0.43,80.0,28,7.6,95
4550,2014 FIFA World Cup Brazil,X360,2014,0.15,0.25,0.0,0.03,0.42,74.0,29,4.4,93
4552,Atelier Totori: The Adventurer of Arland,PS3,2010,0.12,0.06,0.21,0.03,0.42,74.0,19,6.7,109
4559,Dog's Life,PS2,2003,0.21,0.16,0.0,0.05,0.42,64.0,19,3.1,157
4576,Batman: Arkham Origins Blackgate,PSV,2013,0.16,0.17,0.0,0.1,0.42,61.0,38,6.8,106
4585,Trials Fusion,PS4,2014,0.13,0.22,0.01,0.07,0.42,79.0,51,7.2,244
4618,Story of Seasons,3DS,2014,0.0,0.14,0.27,0.01,0.42,76.0,39,8.2,54
4622,Metro: Last Light,PS3,2013,0.14,0.18,0.03,0.07,0.42,80.0,23,8.2,508
4632,Black,XB,2006,0.31,0.09,0.0,0.01,0.42,77.0,65,8,51
4634,Spec Ops: The Line,X360,2012,0.21,0.17,0.0,0.04,0.42,76.0,59,8.2,319
4636,Paper Mario: Color Splash,WiiU,2016,0.2,0.14,0.05,0.03,0.42,75.0,72,6.8,208
4638,Vanquish,X360,2010,0.19,0.16,0.03,0.04,0.42,84.0,70,8.4,182
4645,Blazing Angels: Squadrons of WWII,X360,2006,0.36,0.02,0.0,0.03,0.42,66.0,58,7.9,53
4648,TERA,PC,0,0.25,0.12,0.0,0.05,0.42,77.0,41,6.8,742
4653,Animal Crossing: Amiibo Festival,WiiU,2015,0.19,0.11,0.09,0.03,0.41,46.0,20,4.4,173
4655,Zone of the Enders: The 2nd Runner,PS2,2003,0.15,0.12,0.11,0.04,0.41,82.0,33,8.9,65
4660,Condemned: Criminal Origins,X360,2005,0.36,0.02,0.0,0.03,0.41,81.0,72,8.2,146
4668,EA Sports UFC 2,XOne,2016,0.24,0.14,0.0,0.04,0.41,76.0,42,6,77
4673,TimeShift,X360,2007,0.36,0.02,0.0,0.03,0.41,70.0,58,7.9,63
4678,Castlevania: The Dracula X Chronicles,PSP,2007,0.22,0.09,0.04,0.07,0.41,80.0,43,7.8,62
4685,Terraria,PS3,2013,0.07,0.2,0.09,0.05,0.41,81.0,12,7.9,70
4691,NHL 15,XOne,2014,0.31,0.06,0.0,0.04,0.41,59.0,22,3.2,180
4693,Tom Clancy's The Division,PC,2016,0.22,0.15,0.0,0.04,0.41,79.0,33,5.8,1188
4706,Call of Duty: Black Ops II,WiiU,2012,0.2,0.18,0.0,0.03,0.41,81.0,31,6.9,228
4710,BioShock,PC,2007,0.01,0.39,0.0,0.02,0.41,96.0,44,8.5,3606
4716,Medal of Honor Heroes 2,Wii,2007,0.33,0.04,0.01,0.03,0.41,73.0,37,7.6,82
4717,Top Spin 4,X360,2011,0.15,0.22,0.0,0.04,0.41,84.0,54,8.2,70
4727,NiGHTS: Journey of Dreams,Wii,2007,0.32,0.02,0.04,0.03,0.41,69.0,47,8.5,55
4736,Call of Duty: Advanced Warfare,PC,2014,0.15,0.23,0.0,0.03,0.41,78.0,18,4.5,1136
4745,Resistance: Burning Skies,PSV,2012,0.18,0.15,0.02,0.06,0.41,60.0,63,6.8,245
4746,Battlefield 2: Modern Combat,X360,2006,0.35,0.02,0.01,0.03,0.41,77.0,54,7.3,79
4751,BlazBlue: Continuum Shift,PS3,2010,0.21,0.07,0.09,0.04,0.41,87.0,29,8,65
4752,Duke Nukem Forever,PC,2011,0.18,0.17,0.0,0.06,0.41,54.0,48,5.7,1183
4759,Spider-Man: Web of Shadows,X360,2008,0.36,0.02,0.0,0.03,0.4,68.0,57,8.6,87
4760,Naughty Bear,X360,2010,0.21,0.15,0.0,0.04,0.4,43.0,51,5.6,70
4770,Tales of Zestiria,PS4,2015,0.17,0.15,0.02,0.06,0.4,72.0,59,6.8,315
4783,Overlord,X360,2007,0.34,0.03,0.01,0.03,0.4,76.0,47,8.3,70
4786,Life is Strange,PS4,2016,0.15,0.15,0.03,0.06,0.4,85.0,23,8.6,672
4793,The Wonderful 101,WiiU,2013,0.19,0.1,0.08,0.03,0.4,78.0,75,8.5,495
4798,Asura's Wrath,PS3,2012,0.18,0.12,0.06,0.05,0.4,71.0,39,7.4,169
4813,Ragnarok Odyssey,PSV,2012,0.2,0.01,0.16,0.03,0.4,66.0,21,7.8,111
4833,Mafia II,PC,2010,0.17,0.17,0.0,0.05,0.4,77.0,46,7.9,1238
4848,Harvest Moon: Save the Homeland,PS2,0,0.19,0.15,0.0,0.05,0.4,76.0,14,8.8,72
4854,Castlevania: Portrait of Ruin,DS,2006,0.31,0.02,0.04,0.03,0.4,85.0,51,8.3,87
4868,No More Heroes 2: Desperate Struggle,Wii,2010,0.2,0.11,0.04,0.03,0.39,84.0,68,8.8,184
4880,Mass Effect 2,PC,2010,0.01,0.32,0.0,0.06,0.39,94.0,55,8.8,3559
4883,Project X Zone,3DS,2012,0.18,0.04,0.15,0.02,0.39,70.0,53,7.3,146
4887,Dark Souls III,XOne,2016,0.26,0.09,0.0,0.04,0.39,87.0,14,8.6,514
4899,Transformers: Fall of Cybertron,PS3,2012,0.19,0.14,0.0,0.06,0.39,77.0,32,8.2,87
4900,Alpha Protocol,X360,2010,0.23,0.12,0.0,0.04,0.39,63.0,68,7.2,201
4911,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,0.21,0.07,0.08,0.03,0.39,66.0,53,7.6,70
4913,Until Dawn: Rush of Blood,PS4,2016,0.18,0.15,0.0,0.07,0.39,72.0,49,8,68
4915,Sonic Lost World,WiiU,2013,0.23,0.12,0.01,0.03,0.39,63.0,64,7.3,461
4927,Condemned 2: Bloodshot,PS3,2008,0.17,0.16,0.0,0.06,0.39,82.0,37,8.1,89
4932,The Darkness II,X360,2012,0.24,0.11,0.0,0.03,0.39,80.0,71,7.5,219
4935,Hitman: Blood Money,X360,2006,0.29,0.06,0.01,0.03,0.39,82.0,53,8.7,102
4937,Advance Wars: Dual Strike,DS,2005,0.3,0.02,0.04,0.03,0.39,90.0,49,9,163
4955,Red Faction: Armageddon,X360,2011,0.18,0.16,0.01,0.04,0.39,71.0,74,7,77
4957,Dungeon Siege III,PS3,2011,0.17,0.13,0.03,0.05,0.39,71.0,52,6.3,86
4959,Silent Hill: Homecoming,PS3,0,0.18,0.14,0.0,0.06,0.38,71.0,41,6.9,143
4963,Shin Megami Tensei: Nocturne,PS2,2003,0.07,0.05,0.25,0.02,0.38,82.0,42,8.7,83
4975,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,0.28,0.01,0.06,0.03,0.38,78.0,27,8.2,97
4988,Rock Band 4,PS4,2015,0.26,0.05,0.0,0.07,0.38,78.0,51,6.3,87
5000,Battlefield 1,PC,2016,0.11,0.24,0.0,0.03,0.38,88.0,54,7.6,1137
5002,Metal Gear Solid: Snake Eater 3D,3DS,2012,0.15,0.11,0.1,0.02,0.38,78.0,46,7.8,167
5006,LocoRoco,PSP,2006,0.14,0.04,0.16,0.03,0.38,83.0,67,8.7,89
5008,Deus Ex: Mankind Divided,PS4,2016,0.11,0.21,0.0,0.06,0.38,84.0,59,7.6,511
5018,Saints Row: The Third,PC,2011,0.16,0.16,0.0,0.06,0.38,84.0,22,8.1,1263
5019,Ghost Trick: Phantom Detective,DS,2010,0.17,0.07,0.12,0.02,0.38,83.0,60,9,127
5026,Dawn of Discovery,PC,2009,0.0,0.32,0.0,0.06,0.38,82.0,32,8.8,132
5048,Age of Empires III,PC,2005,0.0,0.33,0.0,0.05,0.38,81.0,52,7.7,519
5058,Wii Sports Club,WiiU,2014,0.17,0.14,0.04,0.03,0.38,68.0,21,7,106
5064,GRID 2,PS3,2013,0.07,0.22,0.01,0.08,0.37,82.0,20,6.6,173
5091,Need for Speed: Hot Pursuit,PC,2010,0.12,0.2,0.0,0.05,0.37,86.0,14,6.7,556
5103,Quake 4,X360,2005,0.32,0.02,0.0,0.03,0.37,75.0,52,6.7,80
5105,Skate,PS3,2007,0.29,0.04,0.0,0.03,0.37,85.0,31,8.2,57
5110,Rage,PC,2011,0.14,0.18,0.0,0.06,0.37,79.0,32,5.2,1618
5114,BioShock The Collection,PS4,2016,0.1,0.19,0.02,0.06,0.37,84.0,39,8.5,210
5115,Theatrhythm Final Fantasy: Curtain Call,3DS,2014,0.13,0.08,0.15,0.02,0.37,83.0,52,8.2,66
5119,Tomb Raider: Legend,X360,2006,0.27,0.07,0.01,0.03,0.37,80.0,54,7.3,84
5120,Rocket League,PS4,2016,0.03,0.28,0.0,0.05,0.37,85.0,50,8.7,1290
5129,Dungeon Siege III,X360,2011,0.21,0.12,0.01,0.03,0.37,72.0,55,5.9,102
5131,DiRT Rally,PS4,2016,0.04,0.27,0.0,0.05,0.37,85.0,46,8.1,196
5142,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,0.09,0.07,0.18,0.02,0.37,81.0,34,9,59
5150,Scribblenauts: Unlimited,WiiU,2012,0.25,0.09,0.0,0.03,0.37,73.0,42,7.4,109
5157,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,0.16,0.12,0.06,0.03,0.36,67.0,41,8.3,63
5159,Need for Speed: The Run,PC,2011,0.09,0.21,0.0,0.07,0.36,69.0,18,5.8,338
5162,Elite Beat Agents,DS,2006,0.3,0.03,0.0,0.03,0.36,87.0,51,8.6,105
5165,Sid Meier's Civilization: Beyond Earth,PC,2014,0.11,0.22,0.0,0.03,0.36,81.0,78,5.5,1027
5167,Castlevania: Order of Ecclesia,DS,2008,0.27,0.02,0.04,0.03,0.36,85.0,46,8.7,111
5170,Left 4 Dead 2,PC,2009,0.0,0.32,0.0,0.04,0.36,89.0,55,8.5,2530
5174,Star Fox: Zero,WiiU,2016,0.17,0.1,0.07,0.03,0.36,69.0,82,7.4,662
5185,Bionic Commando,PS3,2009,0.12,0.17,0.01,0.06,0.36,71.0,48,7.4,62
5195,BlazBlue: Calamity Trigger,X360,2009,0.21,0.08,0.04,0.03,0.36,86.0,51,8.5,70
5211,Valkyrie Profile: Lenneth,PSP,2006,0.17,0.01,0.16,0.02,0.36,80.0,39,8.4,57
5221,Spider-Man: Shattered Dimensions,X360,2010,0.24,0.08,0.0,0.03,0.36,76.0,68,7.6,96
5245,Dragon's Crown,PSV,2013,0.14,0.05,0.12,0.05,0.35,78.0,15,8.4,198
5248,Wipeout 2048,PSV,2012,0.13,0.17,0.0,0.05,0.35,79.0,63,8.2,191
5256,Earth Defense Force 2025,PS3,2013,0.04,0.02,0.27,0.01,0.35,69.0,28,7.5,52
5257,Middle-Earth: Shadow of Mordor,PC,2014,0.12,0.2,0.0,0.03,0.35,84.0,17,8,1671
5258,Suikoden V,PS2,2006,0.08,0.06,0.19,0.02,0.35,76.0,43,7.6,109
5285,Homefront: The Revolution,PS4,2016,0.06,0.21,0.03,0.05,0.35,48.0,43,3.8,212
5286,Assassin's Creed III,WiiU,2012,0.19,0.13,0.0,0.03,0.35,85.0,26,7.1,216
5291,Toukiden: The Age of Demons,PSV,2013,0.04,0.04,0.25,0.02,0.35,71.0,44,8,136
5292,Metro: Last Light,X360,2013,0.17,0.15,0.0,0.03,0.35,80.0,20,8.4,440
5295,Football Manager 2016,PC,2015,0.0,0.33,0.0,0.02,0.35,81.0,34,6.9,97
5302,EA Sports MMA,X360,2010,0.23,0.09,0.0,0.02,0.35,79.0,63,7,55
5305,Defiance,PS3,2013,0.19,0.1,0.0,0.06,0.35,59.0,21,6.9,145
5306,Terminator Salvation,X360,2009,0.13,0.18,0.0,0.04,0.35,48.0,50,5,53
